sequence,mode,stage,candidate_key,elapsed_s
878,saturation,low,"[30,52,20,50.0,0.0,0.0]",290.0908081999951
879,saturation,low,"[30,52,21,50.0,0.0,0.0]",290.093065400004
880,saturation,low,"[30,52,22,50.0,0.0,0.0]",290.0958696000016
881,saturation,low,"[30,52,23,50.0,0.0,0.0]",290.0976073999991
882,saturation,low,"[30,52,24,50.0,0.0,0.0]",290.0994606000022
883,saturation,low,"[30,52,25,50.0,0.0,0.0]",290.1013469000027
884,saturation,low,"[30,52,26,50.0,0.0,0.0]",290.1038649999973
885,saturation,low,"[30,52,27,50.0,0.0,0.0]",290.10663219999697
886,saturation,low,"[30,52,28,50.0,0.0,0.0]",290.1100928999949
887,saturation,low,"[30,52,29,50.0,0.0,0.0]",290.11332140000013
888,saturation,low,"[39,40,0,50.0,0.0,0.0]",290.119975900001
889,saturation,low,"[39,40,1,50.0,0.0,0.0]",290.1228093000027
890,saturation,low,"[39,40,2,50.0,0.0,0.0]",290.12553939999634
891,saturation,low,"[39,40,3,50.0,0.0,0.0]",290.1284727999955
892,saturation,low,"[39,40,4,50.0,0.0,0.0]",290.12983019999956
893,saturation,low,"[39,40,5,50.0,0.0,0.0]",290.1316166999968
894,saturation,low,"[39,40,6,50.0,0.0,0.0]",290.1335751000006
895,saturation,low,"[39,40,7,50.0,0.0,0.0]",290.1359126000025
896,saturation,low,"[39,40,8,50.0,0.0,0.0]",290.13863339999807
897,saturation,low,"[39,40,9,50.0,0.0,0.0]",290.1410853999987
898,saturation,low,"[39,40,10,50.0,0.0,0.0]",290.14329839999846
899,saturation,low,"[39,40,11,50.0,0.0,0.0]",290.14704920000077
900,saturation,low,"[39,40,12,50.0,0.0,0.0]",290.14900239999406
901,saturation,low,"[39,40,13,50.0,0.0,0.0]",290.15123359999416
902,saturation,low,"[39,40,14,50.0,0.0,0.0]",290.15358299999934
903,saturation,low,"[39,40,15,50.0,0.0,0.0]",290.15464630000497
904,saturation,low,"[39,40,16,50.0,0.0,0.0]",290.15580780000164
905,saturation,low,"[39,40,17,50.0,0.0,0.0]",290.1589853999976
906,saturation,low,"[39,40,18,50.0,0.0,0.0]",290.16052469999704
907,saturation,low,"[39,40,19,50.0,0.0,0.0]",290.16262299999653
908,saturation,low,"[39,40,20,50.0,0.0,0.0]",290.1645347999947
909,saturation,low,"[39,40,21,50.0,0.0,0.0]",290.1673132999931
910,saturation,low,"[39,40,22,50.0,0.0,0.0]",290.17075620000105
911,saturation,low,"[39,40,23,50.0,0.0,0.0]",290.17581020000216
912,saturation,low,"[39,40,24,50.0,0.0,0.0]",290.17771730000095
913,saturation,low,"[39,40,25,50.0,0.0,0.0]",290.1803605000023
914,saturation,low,"[39,40,26,50.0,0.0,0.0]",290.18315019999864
915,saturation,low,"[39,40,27,50.0,0.0,0.0]",290.1841443999947
916,saturation,low,"[39,40,28,50.0,0.0,0.0]",290.1852674000038
917,saturation,low,"[39,40,29,50.0,0.0,0.0]",290.1864455000032
918,saturation,low,"[39,40,30,50.0,0.0,0.0]",290.18775319999986
919,saturation,low,"[39,40,31,50.0,0.0,0.0]",290.18915550000384
920,saturation,low,"[39,40,32,50.0,0.0,0.0]",290.1925067999982
921,saturation,low,"[39,40,33,50.0,0.0,0.0]",290.19548799999757
922,saturation,low,"[39,40,34,50.0,0.0,0.0]",290.19985299999826
923,saturation,low,"[39,40,35,50.0,0.0,0.0]",290.2020657999965
924,saturation,low,"[39,40,36,50.0,0.0,0.0]",290.2043149999954
925,saturation,low,"[39,40,37,50.0,0.0,0.0]",290.2064664000063
926,saturation,low,"[39,40,38,50.0,0.0,0.0]",290.2079432000028
927,saturation,low,"[40,39,0,50.0,0.0,0.0]",290.2092180000036
928,saturation,low,"[40,39,1,50.0,0.0,0.0]",290.2104057999968
929,saturation,low,"[40,39,2,50.0,0.0,0.0]",290.2125931999981
930,saturation,low,"[40,39,3,50.0,0.0,0.0]",290.21435859999474
931,saturation,low,"[40,39,4,50.0,0.0,0.0]",290.21632499999396
932,saturation,low,"[40,39,5,50.0,0.0,0.0]",290.2183143000002
933,saturation,low,"[40,39,6,50.0,0.0,0.0]",290.22226180000143
934,saturation,low,"[40,39,7,50.0,0.0,0.0]",290.224435600001
935,saturation,low,"[40,39,8,50.0,0.0,0.0]",290.2270716999992
936,saturation,low,"[40,39,9,50.0,0.0,0.0]",290.2301154000015
937,saturation,low,"[40,39,10,50.0,0.0,0.0]",290.23139519999677
938,saturation,low,"[40,39,11,50.0,0.0,0.0]",290.23261300000013
939,saturation,low,"[40,39,12,50.0,0.0,0.0]",290.2344246000066
940,saturation,low,"[40,39,13,50.0,0.0,0.0]",290.2365600999983
941,saturation,low,"[40,39,14,50.0,0.0,0.0]",290.2390443999975
942,saturation,low,"[40,39,15,50.0,0.0,0.0]",290.2429865000013
943,saturation,low,"[40,39,16,50.0,0.0,0.0]",290.2455769999942
944,saturation,low,"[40,39,17,50.0,0.0,0.0]",290.24974370000564
945,saturation,low,"[40,39,18,50.0,0.0,0.0]",290.2544380000036
946,saturation,low,"[40,39,19,50.0,0.0,0.0]",290.25752930000453
947,saturation,low,"[40,39,20,50.0,0.0,0.0]",290.2602151999963
948,saturation,low,"[40,39,21,50.0,0.0,0.0]",290.26278949999687
949,saturation,low,"[40,39,22,50.0,0.0,0.0]",290.2637085999959
950,saturation,low,"[40,39,23,50.0,0.0,0.0]",290.26472499999363
951,saturation,low,"[40,39,24,50.0,0.0,0.0]",290.26617210000404
952,saturation,low,"[40,39,25,50.0,0.0,0.0]",290.2677812000038
953,saturation,low,"[40,39,26,50.0,0.0,0.0]",290.26982029999635
954,saturation,low,"[40,39,27,50.0,0.0,0.0]",290.2719324999998
955,saturation,low,"[40,39,28,50.0,0.0,0.0]",290.27411229999416
956,saturation,low,"[40,39,29,50.0,0.0,0.0]",290.27778820000094
957,saturation,low,"[40,39,30,50.0,0.0,0.0]",290.28128429999924
958,saturation,low,"[40,39,31,50.0,0.0,0.0]",290.2834090000033
959,saturation,low,"[40,39,32,50.0,0.0,0.0]",290.2853075000021
960,saturation,low,"[40,39,33,50.0,0.0,0.0]",290.2862499999974
961,saturation,low,"[40,39,34,50.0,0.0,0.0]",290.2873514000021
962,saturation,low,"[40,39,35,50.0,0.0,0.0]",290.28862750000553
963,saturation,low,"[40,39,36,50.0,0.0,0.0]",290.2902243999997
964,saturation,low,"[40,39,37,50.0,0.0,0.0]",290.29226429999835
965,saturation,low,"[40,39,38,50.0,0.0,0.0]",290.2944681000008
966,saturation,low,"[40,39,39,50.0,0.0,0.0]",290.2971854999996
967,saturation,low,"[52,30,0,50.0,0.0,0.0]",290.30017729999963
968,saturation,low,"[52,30,1,50.0,0.0,0.0]",290.3043480000051
969,saturation,low,"[52,30,2,50.0,0.0,0.0]",290.30638439999893
970,saturation,low,"[52,30,3,50.0,0.0,0.0]",290.30889860000025
971,saturation,low,"[52,30,4,50.0,0.0,0.0]",290.3112951000003
972,saturation,low,"[52,30,5,50.0,0.0,0.0]",290.3128276999996
973,saturation,low,"[52,30,6,50.0,0.0,0.0]",290.31410279999545
974,saturation,low,"[52,30,7,50.0,0.0,0.0]",290.3155087999985
975,saturation,low,"[52,30,8,50.0,0.0,0.0]",290.31732800000464
976,saturation,low,"[52,30,9,50.0,0.0,0.0]",290.31962000000203
977,saturation,low,"[52,30,10,50.0,0.0,0.0]",290.3224038000044
978,saturation,low,"[52,30,11,50.0,0.0,0.0]",290.32510919999913
979,saturation,low,"[52,30,12,50.0,0.0,0.0]",290.3307760000025
980,saturation,low,"[52,30,13,50.0,0.0,0.0]",290.3335603999949
981,saturation,low,"[52,30,14,50.0,0.0,0.0]",290.335768799996
982,saturation,low,"[52,30,15,50.0,0.0,0.0]",290.33668479999324
983,saturation,low,"[52,30,16,50.0,0.0,0.0]",290.33802220000507
984,saturation,low,"[52,30,17,50.0,0.0,0.0]",290.34110460000375
985,saturation,low,"[52,30,18,50.0,0.0,0.0]",290.3438219000018
986,saturation,low,"[52,30,19,50.0,0.0,0.0]",290.3457645000017
987,saturation,low,"[52,30,20,50.0,0.0,0.0]",290.34788339999795
988,saturation,low,"[52,30,21,50.0,0.0,0.0]",290.34993839999515
989,saturation,low,"[52,30,22,50.0,0.0,0.0]",290.35222899999644
990,saturation,low,"[52,30,23,50.0,0.0,0.0]",290.35601529999985
991,saturation,low,"[52,30,24,50.0,0.0,0.0]",290.3583654000031
992,saturation,low,"[52,30,25,50.0,0.0,0.0]",290.3608902999986
993,saturation,low,"[52,30,26,50.0,0.0,0.0]",290.3633217999959
994,saturation,low,"[52,30,27,50.0,0.0,0.0]",290.36462069999834
995,saturation,low,"[52,30,28,50.0,0.0,0.0]",290.3657596999983
996,saturation,low,"[52,30,29,50.0,0.0,0.0]",290.3671316999971
997,saturation,low,"[52,30,30,50.0,0.0,0.0]",290.3689477000007
998,saturation,low,"[52,30,31,50.0,0.0,0.0]",290.3713134999998
999,saturation,low,"[52,30,32,50.0,0.0,0.0]",290.3738478000014
1000,saturation,low,"[52,30,33,50.0,0.0,0.0]",290.3765936999989
1001,saturation,low,"[52,30,34,50.0,0.0,0.0]",290.3793158999979
1002,saturation,low,"[52,30,35,50.0,0.0,0.0]",290.383502699995
1003,saturation,low,"[52,30,36,50.0,0.0,0.0]",290.3857474999968
1004,saturation,low,"[52,30,37,50.0,0.0,0.0]",290.3880291999958
1005,saturation,low,"[52,30,38,50.0,0.0,0.0]",290.3896173999965
1006,saturation,low,"[52,30,39,50.0,0.0,0.0]",290.3916609000007
1007,saturation,low,"[52,30,40,50.0,0.0,0.0]",290.39359949999925
1008,saturation,low,"[52,30,41,50.0,0.0,0.0]",290.3955767000007
1009,saturation,low,"[52,30,42,50.0,0.0,0.0]",290.3978089000011
1010,saturation,low,"[52,30,43,50.0,0.0,0.0]",290.40197890000127
1011,saturation,low,"[52,30,44,50.0,0.0,0.0]",290.4060202999972
1012,saturation,low,"[52,30,45,50.0,0.0,0.0]",290.40951979999954
1013,saturation,low,"[52,30,46,50.0,0.0,0.0]",290.413481399999
1014,saturation,low,"[52,30,47,50.0,0.0,0.0]",290.4159607000038
1015,saturation,low,"[52,30,48,50.0,0.0,0.0]",290.4187227000002
1016,saturation,low,"[52,30,49,50.0,0.0,0.0]",290.4214537000007
1017,saturation,low,"[52,30,50,50.0,0.0,0.0]",290.42266630000086
1018,saturation,low,"[52,30,51,50.0,0.0,0.0]",290.42427479999606
1019,saturation,low,"[60,26,0,50.0,0.0,0.0]",290.4259615999981
1020,saturation,low,"[60,26,1,50.0,0.0,0.0]",290.4274734999999
1021,saturation,low,"[60,26,2,50.0,0.0,0.0]",290.42946340000344
1022,saturation,low,"[60,26,3,50.0,0.0,0.0]",290.43305410000175
1023,saturation,low,"[60,26,4,50.0,0.0,0.0]",290.43552900000213
1024,saturation,low,"[60,26,5,50.0,0.0,0.0]",290.43825189999916
1025,saturation,low,"[60,26,6,50.0,0.0,0.0]",290.4418963999997
1026,saturation,low,"[60,26,7,50.0,0.0,0.0]",290.4440928999975
1027,saturation,low,"[60,26,8,50.0,0.0,0.0]",290.4462582000051
1028,saturation,low,"[60,26,9,50.0,0.0,0.0]",290.44721579999896
1029,saturation,low,"[60,26,10,50.0,0.0,0.0]",290.4484405000039
1030,saturation,low,"[60,26,11,50.0,0.0,0.0]",290.44993429999886
1031,saturation,low,"[60,26,12,50.0,0.0,0.0]",290.4514552999972
1032,saturation,low,"[60,26,13,50.0,0.0,0.0]",290.4545653999958
1033,saturation,low,"[60,26,14,50.0,0.0,0.0]",290.4567642999973
1034,saturation,low,"[60,26,15,50.0,0.0,0.0]",290.4590367000055
1035,saturation,low,"[60,26,16,50.0,0.0,0.0]",290.4615608000022
1036,saturation,low,"[60,26,17,50.0,0.0,0.0]",290.4653191999969
1037,saturation,low,"[60,26,18,50.0,0.0,0.0]",290.4678561999972
1038,saturation,low,"[60,26,19,50.0,0.0,0.0]",290.46991349999735
1039,saturation,low,"[60,26,20,50.0,0.0,0.0]",290.4720703999992
1040,saturation,low,"[60,26,21,50.0,0.0,0.0]",290.47311620000255
1041,saturation,low,"[60,26,22,50.0,0.0,0.0]",290.4746224000046
1042,saturation,low,"[60,26,23,50.0,0.0,0.0]",290.4762869999977
1043,saturation,low,"[60,26,24,50.0,0.0,0.0]",290.4777338999993
1044,saturation,low,"[60,26,25,50.0,0.0,0.0]",290.48180429999775
1045,saturation,low,"[60,26,26,50.0,0.0,0.0]",290.4845172999994
1046,saturation,low,"[60,26,27,50.0,0.0,0.0]",290.4870504999999
1047,saturation,low,"[60,26,28,50.0,0.0,0.0]",290.4898025000002
1048,saturation,low,"[60,26,29,50.0,0.0,0.0]",290.4957437000048
1049,saturation,low,"[60,26,30,50.0,0.0,0.0]",290.49891260000004
1050,saturation,low,"[60,26,31,50.0,0.0,0.0]",290.50126080000337
1051,saturation,low,"[60,26,32,50.0,0.0,0.0]",290.50335690000065
1052,saturation,low,"[60,26,33,50.0,0.0,0.0]",290.5048069999975
1053,saturation,low,"[60,26,34,50.0,0.0,0.0]",290.5059101000006
1054,saturation,low,"[60,26,35,50.0,0.0,0.0]",290.5074007999938
1055,saturation,low,"[60,26,36,50.0,0.0,0.0]",290.5099757000062
1056,saturation,low,"[60,26,37,50.0,0.0,0.0]",290.5121141000054
1057,saturation,low,"[60,26,38,50.0,0.0,0.0]",290.51404170000023
1058,saturation,low,"[60,26,39,50.0,0.0,0.0]",290.5159210999991
1059,saturation,low,"[60,26,40,50.0,0.0,0.0]",290.5192468999958
1060,saturation,low,"[60,26,41,50.0,0.0,0.0]",290.52136629999586
1061,saturation,low,"[60,26,42,50.0,0.0,0.0]",290.5236819999991
1062,saturation,low,"[60,26,43,50.0,0.0,0.0]",290.5258390999952
1063,saturation,low,"[60,26,44,50.0,0.0,0.0]",290.52859549999994
1064,saturation,low,"[60,26,45,50.0,0.0,0.0]",290.5296769999986
1065,saturation,low,"[60,26,46,50.0,0.0,0.0]",290.530851800002
1066,saturation,low,"[60,26,47,50.0,0.0,0.0]",290.5334700000021
1067,saturation,low,"[60,26,48,50.0,0.0,0.0]",290.5353292
1068,saturation,low,"[60,26,49,50.0,0.0,0.0]",290.5374133000005
1069,saturation,low,"[60,26,50,50.0,0.0,0.0]",290.53947139999946
1070,saturation,low,"[60,26,51,50.0,0.0,0.0]",290.5431424000053
1071,saturation,low,"[60,26,52,50.0,0.0,0.0]",290.54565710000315
1072,saturation,low,"[60,26,53,50.0,0.0,0.0]",290.5479517999993
1073,saturation,low,"[60,26,54,50.0,0.0,0.0]",290.5506805999976
1074,saturation,low,"[60,26,55,50.0,0.0,0.0]",290.5521105000007
1075,saturation,low,"[60,26,56,50.0,0.0,0.0]",290.55334610000136
1076,saturation,low,"[60,26,57,50.0,0.0,0.0]",290.55477009999595
1077,saturation,low,"[60,26,58,50.0,0.0,0.0]",290.5564591999937
1078,saturation,low,"[60,26,59,50.0,0.0,0.0]",290.55810620000557
1079,saturation,medium,"[30,52,11,50.0,0.0,0.0]",664.3595664000022
1080,saturation,medium,"[30,52,12,50.0,0.0,0.0]",664.3629929999952
1081,saturation,medium,"[30,52,19,50.0,0.0,0.0]",664.3664124999996
1082,saturation,medium,"[30,52,17,50.0,0.0,0.0]",664.3695269000018
1083,saturation,medium,"[30,52,20,50.0,0.0,0.0]",664.3744903999977
1084,saturation,medium,"[30,52,16,50.0,0.0,0.0]",664.3775692999989
1085,saturation,medium,"[30,52,13,50.0,0.0,0.0]",664.3807174999965
1086,saturation,medium,"[39,40,35,50.0,0.0,0.0]",664.3846486999973
1087,saturation,medium,"[30,52,14,50.0,0.0,0.0]",664.387318000001
1088,saturation,medium,"[30,52,18,50.0,0.0,0.0]",664.3898405
1089,saturation,medium,"[30,52,15,50.0,0.0,0.0]",664.3925156000041
1090,saturation,medium,"[39,40,36,50.0,0.0,0.0]",664.3948036000002
1091,saturation,medium,"[39,40,37,50.0,0.0,0.0]",664.3970840999973
1092,saturation,medium,"[40,39,38,50.0,0.0,0.0]",664.3995530000029
1093,saturation,medium,"[40,39,1,50.0,0.0,0.0]",664.4033598000024
1094,saturation,medium,"[30,52,21,50.0,0.0,0.0]",664.4068755000044
1095,saturation,medium,"[30,52,8,50.0,0.0,0.0]",664.4111209000039
1096,saturation,medium,"[30,52,7,50.0,0.0,0.0]",664.4140918999983
1097,saturation,medium,"[30,52,9,50.0,0.0,0.0]",664.4168810999981
1098,saturation,medium,"[39,40,38,50.0,0.0,0.0]",664.4191598999969
1099,saturation,medium,"[40,39,0,50.0,0.0,0.0]",664.4209093999962
1100,saturation,medium,"[40,39,39,50.0,0.0,0.0]",664.423105599999
1101,saturation,medium,"[30,52,22,50.0,0.0,0.0]",664.4267182999974
1102,saturation,medium,"[39,40,0,50.0,0.0,0.0]",664.4292763999983
1103,saturation,medium,"[40,39,37,50.0,0.0,0.0]",664.4316341999947
1104,saturation,medium,"[30,52,6,50.0,0.0,0.0]",664.4335802999994
1105,saturation,medium,"[39,40,3,50.0,0.0,0.0]",664.4388860000035
1106,saturation,medium,"[39,40,26,50.0,0.0,0.0]",664.4426457000009
1107,saturation,medium,"[30,52,10,50.0,0.0,0.0]",664.4474038999979
1108,saturation,medium,"[30,52,5,50.0,0.0,0.0]",664.4515472999992
1109,saturation,medium,"[39,40,22,50.0,0.0,0.0]",664.4548267999999
1110,saturation,medium,"[40,39,3,50.0,0.0,0.0]",664.4580166999949
1111,saturation,medium,"[39,40,2,50.0,0.0,0.0]",664.4594648999991
1112,saturation,medium,"[39,40,24,50.0,0.0,0.0]",664.4616937999963
1113,saturation,medium,"[40,39,24,50.0,0.0,0.0]",664.4639894000065
1114,saturation,medium,"[39,40,5,50.0,0.0,0.0]",664.4664693000013
1115,saturation,medium,"[39,40,4,50.0,0.0,0.0]",664.469589100001
1116,saturation,medium,"[39,40,1,50.0,0.0,0.0]",664.4725360000011
1117,saturation,medium,"[39,40,25,50.0,0.0,0.0]",664.4760200000019
1118,saturation,medium,"[39,40,34,50.0,0.0,0.0]",664.4806088999976
1119,saturation,medium,"[30,52,4,50.0,0.0,0.0]",664.4844597999981
1120,saturation,medium,"[40,39,6,50.0,0.0,0.0]",664.4869608000008
1121,saturation,medium,"[39,40,32,50.0,0.0,0.0]",664.4895480999985
1122,saturation,medium,"[39,40,27,50.0,0.0,0.0]",664.4913407999993
1123,saturation,medium,"[40,39,2,50.0,0.0,0.0]",664.4932737000054
1124,saturation,medium,"[40,39,5,50.0,0.0,0.0]",664.4950155000042
1125,saturation,medium,"[39,40,33,50.0,0.0,0.0]",664.4977336000011
1126,saturation,medium,"[39,40,21,50.0,0.0,0.0]",664.4999164999972
1127,saturation,medium,"[40,39,25,50.0,0.0,0.0]",664.5024693000014
1128,saturation,medium,"[40,39,26,50.0,0.0,0.0]",664.5056416999942
1129,saturation,medium,"[39,40,8,50.0,0.0,0.0]",664.5097693999996
1130,saturation,medium,"[30,52,3,50.0,0.0,0.0]",664.5196563000063
1131,saturation,medium,"[40,39,23,50.0,0.0,0.0]",664.5220616000006
1132,saturation,medium,"[39,40,23,50.0,0.0,0.0]",664.5243446000022
1133,saturation,medium,"[40,39,35,50.0,0.0,0.0]",664.5266929999998
1134,saturation,medium,"[30,52,2,50.0,0.0,0.0]",664.5286504000032
1135,saturation,medium,"[40,39,27,50.0,0.0,0.0]",664.5304662999988
1136,saturation,medium,"[40,39,4,50.0,0.0,0.0]",664.533107999996
1137,saturation,medium,"[30,52,1,50.0,0.0,0.0]",664.5351968999967
1138,saturation,medium,"[39,40,7,50.0,0.0,0.0]",664.5378041999938
1139,saturation,medium,"[40,39,22,50.0,0.0,0.0]",664.5393543000027
1140,saturation,medium,"[39,40,9,50.0,0.0,0.0]",664.5420778000043
1141,saturation,medium,"[30,52,23,50.0,0.0,0.0]",664.5437586000044
1142,saturation,medium,"[30,52,0,50.0,0.0,0.0]",664.5491041999994
1143,saturation,medium,"[40,39,36,50.0,0.0,0.0]",664.5522048999992
1144,saturation,medium,"[30,52,24,50.0,0.0,0.0]",664.5545794999998
1145,saturation,medium,"[39,40,20,50.0,0.0,0.0]",664.5565662000008
1146,saturation,medium,"[40,39,7,50.0,0.0,0.0]",664.5583015000011
1147,saturation,medium,"[30,52,29,50.0,0.0,0.0]",664.5604891999974
1148,saturation,medium,"[40,39,10,50.0,0.0,0.0]",664.5629792000036
1149,saturation,medium,"[39,40,6,50.0,0.0,0.0]",664.5648529000027
1150,saturation,medium,"[30,52,26,50.0,0.0,0.0]",664.5668962999989
1151,saturation,medium,"[30,52,25,50.0,0.0,0.0]",664.570464000004
1152,saturation,medium,"[40,39,29,50.0,0.0,0.0]",664.573301700002
1153,saturation,medium,"[30,52,27,50.0,0.0,0.0]",664.5773696999968
1154,saturation,medium,"[40,39,28,50.0,0.0,0.0]",664.5803360999998
1155,saturation,medium,"[40,39,9,50.0,0.0,0.0]",664.5833379999967
1156,saturation,medium,"[39,40,30,50.0,0.0,0.0]",664.5861746999944
1157,saturation,medium,"[30,52,28,50.0,0.0,0.0]",664.5874075999964
1158,saturation,medium,"[40,39,30,50.0,0.0,0.0]",664.5886467000018
1159,saturation,medium,"[39,40,29,50.0,0.0,0.0]",664.5899973999985
1160,saturation,medium,"[39,40,28,50.0,0.0,0.0]",664.5916116000008
1161,saturation,medium,"[40,39,8,50.0,0.0,0.0]",664.5932541000002
1162,saturation,medium,"[40,39,31,50.0,0.0,0.0]",664.5948407999967
1163,saturation,medium,"[40,39,21,50.0,0.0,0.0]",664.5972889999975
1164,saturation,medium,"[40,39,32,50.0,0.0,0.0]",664.5995331999948
1165,saturation,medium,"[39,40,19,50.0,0.0,0.0]",664.6036924
1166,saturation,medium,"[40,39,11,50.0,0.0,0.0]",664.606839299995
1167,saturation,medium,"[39,40,31,50.0,0.0,0.0]",664.6101138999948
1168,saturation,medium,"[39,40,10,50.0,0.0,0.0]",664.6116326999982
1169,saturation,medium,"[39,40,11,50.0,0.0,0.0]",664.6135543000055
1170,saturation,medium,"[40,39,33,50.0,0.0,0.0]",664.615949900006
1171,saturation,medium,"[52,30,18,50.0,0.0,0.0]",664.6183220000021
1172,saturation,medium,"[40,39,34,50.0,0.0,0.0]",664.6219752000034
1173,saturation,medium,"[52,30,16,50.0,0.0,0.0]",664.6247034999978
1174,saturation,medium,"[52,30,14,50.0,0.0,0.0]",664.627296599996
1175,saturation,medium,"[60,26,28,50.0,0.0,0.0]",664.6303495999964
1176,saturation,medium,"[52,30,3,50.0,0.0,0.0]",664.6346782999972
1177,saturation,medium,"[52,30,7,50.0,0.0,0.0]",664.6372944999966
1178,saturation,medium,"[52,30,51,50.0,0.0,0.0]",664.6402720999977
1179,saturation,medium,"[52,30,12,50.0,0.0,0.0]",664.6439454000065
1180,saturation,medium,"[52,30,1,50.0,0.0,0.0]",664.6457123
1181,saturation,medium,"[52,30,2,50.0,0.0,0.0]",664.6478107000003
1182,saturation,medium,"[52,30,9,50.0,0.0,0.0]",664.6502661999984
1183,saturation,medium,"[52,30,0,50.0,0.0,0.0]",664.6525032999998
1184,saturation,medium,"[52,30,50,50.0,0.0,0.0]",664.6549030999959
1185,saturation,medium,"[52,30,11,50.0,0.0,0.0]",664.6586293
1186,saturation,medium,"[52,30,10,50.0,0.0,0.0]",664.6620306000041
1187,saturation,medium,"[52,30,48,50.0,0.0,0.0]",664.6651425000018
1188,saturation,medium,"[60,26,23,50.0,0.0,0.0]",664.6692484000014
1189,saturation,medium,"[60,26,26,50.0,0.0,0.0]",664.6719114000007
1190,saturation,medium,"[60,26,25,50.0,0.0,0.0]",664.675127399998
1191,saturation,medium,"[52,30,5,50.0,0.0,0.0]",664.6777741999977
1192,saturation,medium,"[60,26,19,50.0,0.0,0.0]",664.6797697000002
1193,saturation,medium,"[60,26,24,50.0,0.0,0.0]",664.6829980999973
1194,saturation,medium,"[60,26,20,50.0,0.0,0.0]",664.684803499993
1195,saturation,medium,"[60,26,3,50.0,0.0,0.0]",664.6874512000068
1196,saturation,medium,"[60,26,13,50.0,0.0,0.0]",664.6900163000028
1197,saturation,medium,"[39,40,12,50.0,0.0,0.0]",664.6928721000004
1198,saturation,medium,"[60,26,2,50.0,0.0,0.0]",664.6959696999984
1199,saturation,medium,"[60,26,21,50.0,0.0,0.0]",664.7002056999991
1200,saturation,medium,"[60,26,18,50.0,0.0,0.0]",664.7031420999992
1201,saturation,medium,"[60,26,4,50.0,0.0,0.0]",664.705426499997
1202,saturation,medium,"[60,26,17,50.0,0.0,0.0]",664.7085767999961
1203,saturation,medium,"[60,26,6,50.0,0.0,0.0]",664.7106795
1204,saturation,medium,"[60,26,7,50.0,0.0,0.0]",664.7135530000014
1205,saturation,medium,"[60,26,5,50.0,0.0,0.0]",664.7159462000054
1206,saturation,medium,"[60,26,16,50.0,0.0,0.0]",664.7183121000053
1207,saturation,medium,"[60,26,8,50.0,0.0,0.0]",664.721142800001
1208,saturation,medium,"[60,26,9,50.0,0.0,0.0]",664.7240186999989
1209,saturation,medium,"[60,26,10,50.0,0.0,0.0]",664.727126699996
1210,saturation,medium,"[60,26,15,50.0,0.0,0.0]",664.7298496000003
1211,saturation,medium,"[60,26,14,50.0,0.0,0.0]",664.7346132999955
1212,saturation,medium,"[60,26,11,50.0,0.0,0.0]",664.7374505999978
1213,saturation,medium,"[60,26,12,50.0,0.0,0.0]",664.7402101000043
1214,saturation,high,"[39,40,4,50.0,0.0,0.0]",347.7715954000014
1215,saturation,high,"[39,40,35,50.0,0.0,0.0]",347.77453349999996
1216,saturation,high,"[40,39,38,50.0,0.0,0.0]",347.7785010000007
1217,saturation,high,"[39,40,36,50.0,0.0,0.0]",347.78105030000006
1218,saturation,high,"[39,40,2,50.0,0.0,0.0]",347.78450840000005
1219,saturation,high,"[40,39,39,50.0,0.0,0.0]",347.78969759999745
1220,saturation,high,"[39,40,37,50.0,0.0,0.0]",347.7909970999972
1221,saturation,high,"[40,39,37,50.0,0.0,0.0]",347.79356779999944
1222,saturation,high,"[40,39,0,50.0,0.0,0.0]",347.79577649999555
1223,saturation,high,"[39,40,38,50.0,0.0,0.0]",347.7978157000034
1224,saturation,high,"[39,40,34,50.0,0.0,0.0]",347.80023910000455
1225,saturation,high,"[39,40,0,50.0,0.0,0.0]",347.80222749999666
1226,saturation,high,"[39,40,1,50.0,0.0,0.0]",347.80621289999544
1227,saturation,high,"[40,39,2,50.0,0.0,0.0]",347.8080767000065
1228,saturation,high,"[40,39,36,50.0,0.0,0.0]",347.8122300000032
1229,saturation,high,"[39,40,33,50.0,0.0,0.0]",347.81524360000185
1230,saturation,high,"[40,39,35,50.0,0.0,0.0]",347.8179600000003
1231,saturation,high,"[39,40,32,50.0,0.0,0.0]",347.8208436999994
1232,saturation,high,"[39,40,22,50.0,0.0,0.0]",347.82284219999565
1233,saturation,high,"[39,40,24,50.0,0.0,0.0]",347.82473729999765
1234,saturation,high,"[39,40,25,50.0,0.0,0.0]",347.82767859999876
1235,saturation,high,"[39,40,26,50.0,0.0,0.0]",347.8298399999985
1236,saturation,high,"[40,39,27,50.0,0.0,0.0]",347.8319372000042
1237,saturation,high,"[39,40,27,50.0,0.0,0.0]",347.834099300002
1238,saturation,high,"[40,39,28,50.0,0.0,0.0]",347.83732130000135
1239,saturation,high,"[39,40,28,50.0,0.0,0.0]",347.84135830000014
1240,saturation,high,"[40,39,30,50.0,0.0,0.0]",347.84406239999953
1241,saturation,high,"[39,40,29,50.0,0.0,0.0]",347.8479462999967
1242,saturation,high,"[39,40,30,50.0,0.0,0.0]",347.8501893000066
1243,saturation,high,"[40,39,31,50.0,0.0,0.0]",347.85229550000076
1244,saturation,high,"[39,40,31,50.0,0.0,0.0]",347.8539682999981
1245,saturation,high,"[40,39,32,50.0,0.0,0.0]",347.85689640000055
